Dbase,StudyID,Taxon,Trait.type,Beta,Beta_SE,abs_Beta,Gamma,Gamma_SE,GamPos,GamNeg,Species
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,L,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh05,I,S,NA,NA,NA,NA,NA,NA,NA,Drosophila.buzzatii
JKetal,jmh04,I,M,0.22,0.15,0.22,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh04,I,M,0.16,0.17,0.16,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh04,I,M,-0.47,0.15,0.47,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh04,I,M,-0.21,0.17,0.21,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh04,I,M,0.07,0.4,0.07,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh04,I,M,0.1,0.4,0.1,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh04,I,M,-0.09,0.37,0.09,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh04,I,M,-0.06,0.37,0.06,NA,NA,NA,NA,Plathhemis.lydia
JKetal,jmh03,I,M,-0.08,0.131,0.08,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.588,0.226,0.588,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.211,0.184,0.211,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.049,0.163,0.049,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.105,0.131,0.105,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.075,0.137,0.075,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.375,0.133,0.375,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.038,0.133,0.038,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.117,0.182,0.117,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.115,0.146,0.115,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.15,0.166,0.15,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.051,0.14,0.051,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.115,0.135,0.115,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.242,0.146,0.242,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.344,0.142,0.344,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.233,0.154,0.233,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.172,0.14,0.172,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.136,0.146,0.136,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.031,0.127,0.031,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.295,0.13,0.295,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.307,0.134,0.307,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.26,0.126,0.26,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.185,0.159,0.185,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.382,0.204,0.382,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.353,0.208,0.353,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.61,0.277,0.61,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.152,0.171,0.152,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.005,0.192,0.005,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,0.285,0.19,0.285,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh03,I,M,-0.608,0.226,0.608,NA,NA,NA,NA,Pontia.occidentalis
JKetal,jmh02,I,M,0.222,NA,0.222,-0.006,NA,NA,-0.006,Aquarius.remigis
JKetal,jmh02,I,M,0.114,NA,0.114,-0.157,NA,NA,-0.157,Aquarius.remigis
JKetal,jmh02,I,M,-0.081,NA,0.081,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.335,NA,0.335,-0.078,NA,NA,-0.078,Aquarius.remigis
JKetal,jmh02,I,M,0.391,NA,0.391,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.036,NA,0.036,0.002,NA,0.002,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.044,NA,0.044,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.197,NA,0.197,-0.049,NA,NA,-0.049,Aquarius.remigis
JKetal,jmh02,I,M,0.149,NA,0.149,-0.108,NA,NA,-0.108,Aquarius.remigis
JKetal,jmh02,I,M,0.008,NA,0.008,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.286,NA,0.286,-0.094,NA,NA,-0.094,Aquarius.remigis
JKetal,jmh02,I,M,0.287,NA,0.287,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.047,NA,0.047,-0.075,NA,NA,-0.075,Aquarius.remigis
JKetal,jmh02,I,M,-0.069,NA,0.069,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.158,NA,0.158,-0.089,NA,NA,-0.089,Aquarius.remigis
JKetal,jmh02,I,M,0.026,NA,0.026,-0.205,NA,NA,-0.205,Aquarius.remigis
JKetal,jmh02,I,M,-0.148,NA,0.148,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.32,NA,0.32,-0.1,NA,NA,-0.1,Aquarius.remigis
JKetal,jmh02,I,M,0.312,NA,0.312,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.221,NA,0.221,-0.096,NA,NA,-0.096,Aquarius.remigis
JKetal,jmh02,I,M,0.217,NA,0.217,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.198,NA,0.198,-0.035,NA,NA,-0.035,Aquarius.remigis
JKetal,jmh02,I,M,0.063,NA,0.063,-0.154,NA,NA,-0.154,Aquarius.remigis
JKetal,jmh02,I,M,-0.094,NA,0.094,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.306,NA,0.306,-0.061,NA,NA,-0.061,Aquarius.remigis
JKetal,jmh02,I,M,0.348,NA,0.348,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.029,NA,0.029,-0.061,NA,NA,-0.061,Aquarius.remigis
JKetal,jmh02,I,M,-0.002,NA,0.002,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.135,NA,0.135,-0.082,NA,NA,-0.082,Aquarius.remigis
JKetal,jmh02,I,M,-0.089,NA,0.089,-0.043,NA,NA,-0.043,Aquarius.remigis
JKetal,jmh02,I,M,0.065,NA,0.065,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.164,NA,0.164,-0.061,NA,NA,-0.061,Aquarius.remigis
JKetal,jmh02,I,M,-0.21,NA,0.21,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.112,NA,0.112,0.026,NA,0.026,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.134,NA,0.134,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.046,NA,0.046,-0.19,NA,NA,-0.19,Aquarius.remigis
JKetal,jmh02,I,M,0.06,NA,0.06,-0.209,NA,NA,-0.209,Aquarius.remigis
JKetal,jmh02,I,M,0.046,NA,0.046,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.118,NA,0.118,-0.246,NA,NA,-0.246,Aquarius.remigis
JKetal,jmh02,I,M,0.082,NA,0.082,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.165,NA,0.165,-0.079,NA,NA,-0.079,Aquarius.remigis
JKetal,jmh02,I,M,-0.169,NA,0.169,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.145,NA,0.145,-0.112,NA,NA,-0.112,Aquarius.remigis
JKetal,jmh02,I,M,0.149,NA,0.149,0.031,NA,0.031,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.119,NA,0.119,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.168,NA,0.168,0.028,NA,0.028,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.163,NA,0.163,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.011,NA,0.011,0.115,NA,0.115,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.054,NA,0.054,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.159,NA,0.159,-0.09,NA,NA,-0.09,Aquarius.remigis
JKetal,jmh02,I,M,0.032,NA,0.032,0.094,NA,0.094,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.02,NA,0.02,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.161,NA,0.161,-0.166,NA,NA,-0.166,Aquarius.remigis
JKetal,jmh02,I,M,0.18,NA,0.18,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.074,NA,0.074,-0.127,NA,NA,-0.127,Aquarius.remigis
JKetal,jmh02,I,M,-0.035,NA,0.035,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.151,NA,0.151,-0.094,NA,NA,-0.094,Aquarius.remigis
JKetal,jmh02,I,M,0.075,NA,0.075,0.065,NA,0.065,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.058,NA,0.058,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.144,NA,0.144,-0.036,NA,NA,-0.036,Aquarius.remigis
JKetal,jmh02,I,M,0.155,NA,0.155,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.004,NA,0.004,0.01,NA,0.01,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.051,NA,0.051,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.279,NA,0.279,0.006,NA,0.006,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.184,NA,0.184,-0.034,NA,NA,-0.034,Aquarius.remigis
JKetal,jmh02,I,M,-0.179,NA,0.179,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.078,NA,0.078,0.179,NA,0.179,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.046,NA,0.046,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.049,NA,0.049,-0.031,NA,NA,-0.031,Aquarius.remigis
JKetal,jmh02,I,M,-0.037,NA,0.037,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.033,NA,0.033,-0.155,NA,NA,-0.155,Aquarius.remigis
JKetal,jmh02,I,M,-0.086,NA,0.086,0.061,NA,0.061,NA,Aquarius.remigis
JKetal,jmh02,I,M,-0.105,NA,0.105,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.138,NA,0.138,0.029,NA,0.029,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.163,NA,0.163,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh02,I,M,0.011,NA,0.011,-0.043,NA,NA,-0.043,Aquarius.remigis
JKetal,jmh02,I,M,-0.04,NA,0.04,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.087,NA,0.087,-0.016,NA,NA,-0.016,Aquarius.remigis
JKetal,jmh01,I,S,0.045,NA,0.045,-0.302,NA,NA,-0.302,Aquarius.remigis
JKetal,jmh01,I,S,0.816,NA,0.816,-0.144,NA,NA,-0.144,Aquarius.remigis
JKetal,jmh01,I,S,-0.15,NA,0.15,0.17,NA,0.17,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.539,NA,0.539,-0.208,NA,NA,-0.208,Aquarius.remigis
JKetal,jmh01,I,S,0.015,NA,0.015,-0.084,NA,NA,-0.084,Aquarius.remigis
JKetal,jmh01,I,S,-0.229,NA,0.229,0.352,NA,0.352,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.101,NA,0.101,-0.288,NA,NA,-0.288,Aquarius.remigis
JKetal,jmh01,I,S,-0.004,NA,0.004,-0.144,NA,NA,-0.144,Aquarius.remigis
JKetal,jmh01,I,S,-0.287,NA,0.287,-0.198,NA,NA,-0.198,Aquarius.remigis
JKetal,jmh01,I,S,-0.238,NA,0.238,-0.062,NA,NA,-0.062,Aquarius.remigis
JKetal,jmh01,I,S,0.112,NA,0.112,0.3,NA,0.3,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.094,NA,0.094,-0.046,NA,NA,-0.046,Aquarius.remigis
JKetal,jmh01,I,S,-0.075,NA,0.075,-0.248,NA,NA,-0.248,Aquarius.remigis
JKetal,jmh01,I,S,1.427,NA,1.427,-0.54,NA,NA,-0.54,Aquarius.remigis
JKetal,jmh01,I,S,-0.289,NA,0.289,0.442,NA,0.442,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.71,NA,0.71,-0.642,NA,NA,-0.642,Aquarius.remigis
JKetal,jmh01,I,S,-0.017,NA,0.017,-0.984,NA,NA,-0.984,Aquarius.remigis
JKetal,jmh01,I,S,-0.4,NA,0.4,-0.5,NA,NA,-0.5,Aquarius.remigis
JKetal,jmh01,I,S,-0.222,NA,0.222,-0.574,NA,NA,-0.574,Aquarius.remigis
JKetal,jmh01,I,S,-0.223,NA,0.223,-0.636,NA,NA,-0.636,Aquarius.remigis
JKetal,jmh01,I,S,0.019,NA,0.019,-2.196,NA,NA,-2.196,Aquarius.remigis
JKetal,jmh01,I,S,-0.221,NA,0.221,-0.202,NA,NA,-0.202,Aquarius.remigis
JKetal,jmh01,I,S,-0.141,NA,0.141,0.558,NA,0.558,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.174,NA,0.174,-0.15,NA,NA,-0.15,Aquarius.remigis
JKetal,jmh01,I,S,-0.003,NA,0.003,-0.026,NA,NA,-0.026,Aquarius.remigis
JKetal,jmh01,I,S,0.322,NA,0.322,-0.27,NA,NA,-0.27,Aquarius.remigis
JKetal,jmh01,I,S,-0.123,NA,0.123,0.216,NA,0.216,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.409,NA,0.409,0.696,NA,0.696,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.137,NA,0.137,0.042,NA,0.042,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.394,NA,0.394,0.508,NA,0.508,NA,Aquarius.remigis
JKetal,jmh01,I,S,0.015,NA,0.015,-0.13,NA,NA,-0.13,Aquarius.remigis
JKetal,jmh01,I,S,-0.014,NA,0.014,-0.266,NA,NA,-0.266,Aquarius.remigis
JKetal,jmh01,I,S,-0.33,NA,0.33,0.026,NA,0.026,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.326,NA,0.326,-0.052,NA,NA,-0.052,Aquarius.remigis
JKetal,jmh01,I,S,0.283,NA,0.283,0.2,NA,0.2,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.507,NA,0.507,-0.028,NA,NA,-0.028,Aquarius.remigis
JKetal,jmh01,I,S,-1.352,NA,1.352,0.084,NA,0.084,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.942,NA,0.942,1.466,NA,1.466,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.432,NA,0.432,-0.668,NA,NA,-0.668,Aquarius.remigis
JKetal,jmh01,I,S,-1.034,NA,1.034,1.076,NA,1.076,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.595,NA,0.595,0.634,NA,0.634,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.802,NA,0.802,0.218,NA,0.218,NA,Aquarius.remigis
JKetal,jmh01,I,S,0.412,NA,0.412,-0.092,NA,NA,-0.092,Aquarius.remigis
JKetal,jmh01,I,S,-0.326,NA,0.326,-1,NA,NA,-1,Aquarius.remigis
JKetal,jmh01,I,S,-0.038,NA,0.038,1.23,NA,1.23,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.401,NA,0.401,-0.148,NA,NA,-0.148,Aquarius.remigis
JKetal,jmh01,I,S,0.155,NA,0.155,0.266,NA,0.266,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.22,NA,0.22,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.373,NA,0.373,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.978,NA,0.978,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,0.1,NA,0.1,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.288,NA,0.288,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-1.031,NA,1.031,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-0.892,NA,0.892,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-1.054,NA,1.054,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-2.046,NA,2.046,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,0.066,NA,0.066,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,0.561,NA,0.561,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,-1.435,NA,1.435,NA,NA,NA,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,NA,NA,NA,NA,Aquarius.remigis
JKetal,heh99,P,S,-0.0038,NA,0.0038,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0008,NA,0.0008,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0007,NA,0.0007,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,-0.2443,NA,0.2443,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.1937,NA,0.1937,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.63,NA,0.63,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,-0.0131,NA,0.0131,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.2171,NA,0.2171,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.3302,NA,0.3302,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.464,NA,0.464,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.2585,NA,0.2585,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0533,NA,0.0533,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0155,NA,0.0155,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,-0.0016,NA,0.0016,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,-0.0006,NA,0.0006,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0807,NA,0.0807,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,-0.0092,NA,0.0092,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.1323,NA,0.1323,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0801,NA,0.0801,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0333,NA,0.0333,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0493,NA,0.0493,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.0958,NA,0.0958,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,-0.1298,NA,0.1298,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.1233,NA,0.1233,NA,NA,NA,NA,Asclepias.syriaca
JKetal,heh99,P,S,0.2105,NA,0.2105,NA,NA,NA,NA,Asclepias.syriaca
JKetal,HEH05,V,M,0.01,NA,0.01,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,-0.01,NA,0.01,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,0.12,NA,0.12,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,-0.06,NA,0.06,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,0.03,NA,0.03,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,0.25,NA,0.25,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,0.21,NA,0.21,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,0.33,NA,0.33,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,0.27,NA,0.27,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH05,V,M,0.27,NA,0.27,NA,NA,NA,NA,Ficedula.albicollis
JKetal,HEH04,I,M,0.48,NA,0.48,NA,NA,NA,NA,Clibanarius.digueti
JKetal,HEH04,I,M,-0.01,NA,0.01,NA,NA,NA,NA,Clibanarius.digueti
JKetal,HEH02,P,M,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,HEH02,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,HEH02,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,HEH02,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,HEH02,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
JKetal,HEH02,P,S,NA,NA,NA,NA,NA,NA,NA,Ipomopsis.aggregata
